simbad,propid,name,pi_l,pi_f,date,ra,dec,mode,nfiles,title,bibcode,altnames,simbad,jd
WASP-69,14260,WASP-69,Deming,Drake,2016-08-16,315.0259793898,-5.094904487636,WFC3 IR G141,95,['probing the atmosphere of wasp-69 b with low- and high-resolution transmission spectroscopy'],['2021arXiv210906335K'],"['2MASS J21000618-0505398' 'BD-05  5432' 'GSC 05200-01560'
 'Gaia DR1 6910753012357203968' 'Gaia DR2 6910753016653587840'
 'PPM 204700' 'TIC 248853232' 'TYC 5200-1560-1' 'WASP-69']",WASP-69,2457616.5
HAT-P-38,14260,HAT-P-38,Deming,Drake,2016-08-26,35.38370530068,32.2462125186,WFC3 IR G141,140,"['an hst/wfc3 thermal emission spectrum of the hot jupiter hat-p-7b', 'a comparative study of wasp-67 b and hat-p-38 b from wfc3 data', 'hst hot jupiter transmission spectral survey: detection of water in hat-p-1b from wfc3 near-ir spatial scan observations']","['2018AJ....156...10M', '2018AJ....155...55B', '2013MNRAS.435.3481W']","['2MASS J02213197+3214461' 'GSC 02314-00559' 'Gaia DR2 324889227693298560'
 'HAT-P-38' 'NAME Horna' 'SPOCS 2021' 'TIC 285272237' 'UCAC4 612-006640'
 '[BFV2016] HTR211-003']",HAT-P-38,2457626.5
WASP-52,14260,WASP-52,Deming,Drake,2016-08-28,348.4948333333,8.761277777778,WFC3 IR G141,56,"['starspot occultations in infrared transit spectroscopy: the case of wasp-52b', 'wasp-52b. the effect of star-spot correction on atmospheric retrievals']","['2018AJ....156..124B', '2020MNRAS.491.5361B']","['2MASS J23135873+0845405' 'Gaia DR2 2666015878575546496' 'NAME Anadolu'
 'SPOCS 3255' 'TIC 427685831' 'UCAC2  34947834' 'UCAC4 494-144379'
 'WASP-52']",WASP-52,2457628.5
HAT-P-12,14260,HAT-P-12,Deming,Drake,2016-08-31,209.388777398,43.4933594611,WFC3 IR G141,160,"['estimating dayside effective temperatures of hot jupiters and associated uncertainties through gaussian process regression', 'a near-infrared transmission spectrum for the warm saturn hat-p-12b']","['2019MNRAS.489..941P', '2013ApJ...778..183L']","['2MASS J13573347+4329367' 'GSC 03033-00706'
 'Gaia DR2 1499514786891168640' 'Gaia EDR3 1499514786891168640' 'HAT-P-12'
 'SDSS J135733.42+432936.5' 'TIC 198108326' 'USNO-B1.0 1334-00248749']",HAT-P-12,2457631.5
WASP-63,14642,WASP-63,Stevenson,Kevin,2016-09-19,94.33644333333,-38.32327777778,WFC3 IR G141,175,['signatures of nitrogen chemistry in hot jupiter atmospheres'],['2017ApJ...850L..15M'],"['1SWASP J061720.74-381923.8' '2MASS J06172074-3819237' 'CD-38  2551'
 'GSC 07612-00556' 'Gaia DR1 5574766463859305344'
 'Gaia DR2 5574766468155514752' 'TIC 393414358' 'TYC 7612-556-1' 'WASP-63']",WASP-63,2457650.5
WASP-101,14767,WASP-101,Sing,David,2016-10-02,98.35108781988,-23.48606092717,WFC3 IR G141,65,['indications for very high metallicity and absence of methane in the eccentric exo-saturn wasp-117b'],['2021A&A...646A.168C'],"['1SWASP J063324.26-232910.2' '2MASS J06332426-2329103' 'CPD-23  1329'
 'GSC 06507-02660' 'Gaia DR1 2924661862864535936'
 'Gaia DR2 2924661867160818304' 'PPM 726498' 'TIC 47911178' 'TOI-471'
 'TYC 6507-2660-1' 'WASP-101']",WASP-101,2457663.5
HAT-P-41,14767,HAT-P-41,Sing,David,2016-10-16,297.3226257214,4.67236770868,WFC3 IR G141,188,"[""into the uv: a precise transmission spectrum of hat-p-41b using hubble's wfc3/uvis g280 grism"", 'into the uv: the atmosphere of the hot jupiter hat-p-41b revealed', 'the hubble pancet program: a metal-rich atmosphere for the inflated hot jupiter hat-p-41b']","['2020AJ....159..204W', '2020ApJ...902L..19L', '2021AJ....161...51S']","['2MASS J19491743+0440207' 'GSC 00488-02442'
 'Gaia DR1 4290415077347790208' 'Gaia DR2 4290415081653653632' 'HAT-P-41'
 'SPOCS 3251' 'TIC 398895470' 'TYC  488-2442-1']",HAT-P-41,2457677.5
WASP-67,14260,WASP-67,Deming,Drake,2016-10-22,295.7437375822,-19.94971383633,WFC3 IR G141,72,"['a comparative study of wasp-67 b and hat-p-38 b from wfc3 data', 'the dark world: a tale of wasp-43b in reflected light with hst wfc3/uvis']","['2018AJ....155...55B', '2021AJ....161..269F']","['1SWASP J194258.51-195658.4' '2MASS J19425852-1956585'
 'Gaia DR1 6868476687190037888' 'Gaia DR2 6868476691490044672'
 'TIC 68952448' 'TYC 6307-1388-1' 'WASP-67']",WASP-67,2457683.5
WASP-76,14767,WASP-76,Sing,David,2016-11-03,26.63296736773,2.70039301883,WFC3 IR G141,94,"['ares i: wasp-76 b, a tale of two hst spectra', 'a population study of gaseous exoplanets']","['2020AJ....160....8E', '2018AJ....155..156T']","['1SWASP J014631.86+024202.0' '2MASS J01463185+0242019' 'AG+02  184'
 'BD+01   316' 'GSC 00032-00111' 'Gaia DR2 2512326349403275520'
 'PPM 144970' 'SAO 110122' 'TIC 293435336' 'TYC   32-111-1' 'WASP-76'
 'YZ   2   503']",WASP-76,2457695.5
WASP-121,14767,WASP-121,Sing,David,2016-11-11,107.6002211467,-39.09724056767,WFC3 IR G141,80,"['a population study of gaseous exoplanets', 'hot exoplanet atmospheres resolved with transit spectroscopy (hearts). iv. a spectral inventory of atoms and molecules in the high-resolution transmission spectrum of wasp-121 b', 'from thermal dissociation to condensation in the atmospheres of ultra hot jupiters: wasp-121b in context']","['2018AJ....155..156T', '2020A&A...641A.123H', '2018A&A...617A.110P']","['1SWASP J071024.05-390550.5' '2MASS J07102406-3905506' 'CD-38  3220'
 'Gaia DR1 5565050251402363648' 'Gaia DR2 5565050255701441664'
 'TIC 22529346' 'TOI-495' 'TYC 7630-352-1' 'WASP-121']",WASP-121,2457703.5
TOI-1476,14664,KELT-1,Beatty,Thomas,2016-11-23,0.3621983017863,39.38373147379,WFC3 IR G141,760,,,,,2457715.5
HAT-P-32,14767,HAT-P-32,Sing,David,2016-12-18,31.04274050171,46.68785778957,WFC3 IR G141,90,"['near-ir transmission spectrum of hat-p-32b using hst/wfc3', 'hubble pancet: an isothermal day-side atmosphere for the bloated gas-giant hat-p-32ab']","['2017AJ....154...39D', '2018MNRAS.474.1705N']","['2MASS J02041028+4641162' 'GSC 03281-00800' 'Gaia DR1 356348282588373888'
 'Gaia DR2 356348286886230272' 'HAT-P-32' 'TIC 292152376' 'TYC 3281-800-1'
 'UCAC2  47486078' 'UCAC3 274-27296']",HAT-P-32,2457740.5
HAT-P-11,14793,HAT-P-11,Bean,Jacob,2016-12-26,297.7102638156,48.08194938398,WFC3 IR G102,513,"['detection of helium in the atmosphere of the exo-neptune hat-p-11b', 'diagnosing clouds and hazes in exoplanet atmospheres', 'the influence of nonuniform cloud cover on transit transmission spectra']","['2018ApJ...868L..34M', '2015PhDT........66F', '2016ApJ...820...78L']","['2MASS J19505021+4804508' 'ASCC  346382' 'BD+47  2936' 'G 208-41'
 'GSC 03561-02092' 'Gaia DR1 2086512223550151936'
 'Gaia DR2 2086512227851023872' 'HAT-P-11' 'HIC  97657' 'HIP  97657'
 'KIC 10748390' 'KOI-3' 'Kepler-3' 'LSPM J1950+4804' 'NLTT 48335'
 'SPOCS 4127' 'TIC 28230919' 'TYC 3561-2092-1' 'USNO-B1.0 1380-00392296'
 'WISEA J195050.38+480453.5']",HAT-P-11,2457748.5
HAT-P-7,14792,HAT-P-7,Bean,Jacob,2017-01-04,292.2472357365,47.96955777664,WFC3 IR G141,210,"['the influence of nonuniform cloud cover on transit transmission spectra', 'estimating dayside effective temperatures of hot jupiters and associated uncertainties through gaussian process regression', 'the hubble pancet program: a metal-rich atmosphere for the inflated hot jupiter hat-p-41b', 'diagnosing clouds and hazes in exoplanet atmospheres', 'an hst/wfc3 thermal emission spectrum of the hot jupiter hat-p-7b', 'atmospheric characterization of giant exoplanets in extreme environments']","['2016ApJ...820...78L', '2019MNRAS.489..941P', '2021AJ....161...51S', '2015PhDT........66F', '2018AJ....156...10M', '2017PhDT.......144W']","['2MASS J19285935+4758102' 'AG+47 1439' 'BD+47  2846' 'GSC 03547-01402'
 'Gaia DR1 2129256390911665920' 'Gaia DR2 2129256395211984000' 'HAT-P-7'
 'KIC 10666592' 'KOI-2' 'Kepler-2' 'PPM  58383' 'SPOCS 4118'
 'TIC 424865156' 'TYC 3547-1402-1']",HAT-P-7,2457757.5
TRAPPIST-1,14873,2MASS-J23062928-0502285,de Wit,Julien,2017-01-10,346.6265416667,-5.043583333333,WFC3 IR G141,360,"['the near-infrared transmission spectra of trappist-1 planets b, c, d, e, f, and g and stellar contamination in multi-epoch transit spectra', 'the 0.8-4.5 μm broadband transmission spectra of trappist-1 planets', 'transmission spectroscopy of wasp-79b from 0.6 to 5.0 μm', 'transmission spectroscopy of the hot-jupiter wasp-79b from 0.6 to 1.7 μm', 'spectral resolution-linked bias in transit spectroscopy of extrasolar planets']","['2018AJ....156..178Z', '2018AJ....156..218D', '2020AJ....159....5S', '2018AGUFM.P44B..07S', '2017ApJ...841L...3D']","['2MASS J23062928-0502285' '2MASSI J2306292-050227'
 '2MASSW J2306292-050227' '2MUCD 12171' 'EPIC 200164267' 'EPIC 246199087'
 'Gaia DR2 2635476908753563008' 'K2-112' 'Karmn J23064-050'
 'TIC 278892590' 'TRAPPIST-1' 'WISEA J230630.02-050234.1']",TRAPPIST-1,2457763.5
HAT-P-18,14260,HAT-P-18,Deming,Drake,2017-01-13,256.3461362997,33.01230215044,WFC3 IR G141,160,"['estimating dayside effective temperatures of hot jupiters and associated uncertainties through gaussian process regression', 'atmospheric characterization of giant exoplanets in extreme environments']","['2019MNRAS.489..941P', '2017PhDT.......144W']","['2MASS J17052315+3300450' 'GSC 02594-00646'
 'Gaia DR2 1334573817793362560' 'HAT-P-18' 'SPOCS 3268' 'TIC 21744120'
 'UCAC2  43456357' 'UCAC3 247-120011']",HAT-P-18,2457766.5
Kepler-51,14218,KEPLER-51,Berta-Thompson,Zach,2017-01-25,296.479775,49.93768333333,WFC3 IR G141,862,"['the featureless transmission spectra of two super-puff planets', 'from super-puffs to super-earths: finding and studying low-mass planets of varying h/he content']","['2020AJ....159...57L', '2021PhDT.........4L']","['2MASS J19455514+4956156' 'Gaia DR2 2135275362382289280' 'KIC 11773022'
 'KOI-620' 'Kepler-51' 'SPOCS 4255' 'TIC 27846348']",Kepler-51,2457778.5
GJ  3651,13665,HD-97658,Benneke,Bjorn,2017-01-31,168.6376401401,25.71061782072,WFC3 IR G141,386,,,,,2457784.5
WASP-39,14260,WASP-39,Deming,Drake,2017-02-07,217.3266096382,-3.444486695326,WFC3 IR G141,140,"['the complete transmission spectrum of wasp-39b with a precise water constraint', 'indications for very high metallicity and absence of methane in the eccentric exo-saturn wasp-117b']","['2018AJ....155...29W', '2021A&A...646A.168C']","['1SWASP J142918.42-032640.1' '2MASS J14291840-0326403'
 'DENIS J142918.4-032639' 'GSC 04980-00761' 'Gaia DR2 3643098875168270592'
 'NAME Malmok' 'PPMX J142918.4-032640' 'RAVE J142918.5-032640'
 'TIC 181949561' 'UCAC2  30708677' 'UCAC3 174-135354' 'WASP-39']",WASP-39,2457791.5
WASP-79,14767,WASP-79,Sing,David,2017-03-03,66.370917566,-30.60041576986,WFC3 IR G141,130,"['climate of an ultra hot jupiter. spectroscopic phase curve of wasp-18b with hst/wfc3', 'transmission spectroscopy of wasp-79b from 0.6 to 5.0 μm', 'the emission spectrum of the hot jupiter wasp-79b from hst/wfc3', 'transmission spectroscopy of the hot-jupiter wasp-79b from 0.6 to 1.7 μm']","['2019A&A...625A.136A', '2020AJ....159....5S', '2021arXiv210714334F', '2018AGUFM.P44B..07S']","['1SWASP J042529.01-303601.5' '2MASS J04252901-3036016' 'CD-30  1812'
 'CPC 17  1627' 'CPD-30   586' 'GSC 07038-00834'
 'Gaia DR1 4884779761597421952' 'Gaia DR2 4884779765893739904'
 'NAME Montuno' 'PPM 280200' 'RAVE J042529.0-303602' 'SAO 195000'
 'TIC 170634116' 'TOI-413' 'TYC 7038-834-1' 'WASP-79']",WASP-79,2457815.5
WASP-74,14767,WASP-74,Sing,David,2017-05-02,304.5388581226,-1.076027666436,WFC3 IR G141,152,['the hubble pancet program: transit and eclipse spectroscopy of the hot jupiter wasp-74b'],['2021arXiv211004415F'],"['1SWASP J201809.32-010432.6' '2MASS J20180931-0104324' 'AG-01 2470'
 'BD-01  3943' 'GSC 05162-01142' 'Gaia DR1 4224062402466162176'
 'Gaia DR2 4224062406762625152' 'PPM 180934' 'SPOCS 3249' 'TIC 244089109'
 'TYC 5162-1142-1' 'WASP-74']",WASP-74,2457875.5
WASP-6,14767,WASP-6,Sing,David,2017-05-06,348.1572331719,-22.6740884795,WFC3 IR G141,63,"['transmission spectroscopy of wasp-79b from 0.6 to 5.0 μm', 'a photochemical model for the carbon-rich planet wasp-12b', 'high-precision multiwavelength eclipse photometry of the ultra-hot gas giant exoplanet wasp-103 b', 'the emission spectrum of the hot jupiter wasp-79b from hst/wfc3', 'access: confirmation of no potassium in the atmosphere of wasp-31b', 'the hubble pancet program: transit and eclipse spectroscopy of the hot jupiter wasp-74b', 'transmission spectroscopy of the hot-jupiter wasp-79b from 0.6 to 1.7 μm', 'the transmission spectrum of wasp-17 b from the optical to the near-infrared wavelengths: combining stis, wfc3 and irac datasets', 'diagnosing clouds and hazes in exoplanet atmospheres']","['2020AJ....159....5S', '2012ApJ...745...77K', '2018MNRAS.474.2334D', '2021arXiv210714334F', '2020AJ....160..230M', '2021arXiv211004415F', '2018AGUFM.P44B..07S', '2021arXiv210813721S', '2015PhDT........66F']","['1SWASP J231237.75-224026.1' '2MASS J23123773-2240261'
 'DENIS J231237.7-224025' 'Gaia DR1 2385171398768647552'
 'Gaia DR2 2385171398768647552' 'NAME Marohu' 'TIC 204376737'
 'TYC 6972-75-1' 'UCAC2  22823425' 'USNO-B1.0 0673-01077008' 'WASP-6']",WASP-6,2457879.5
WASP-107,14916,TYC-5530-1795-1,Spake,Jessica,2017-05-31,188.3863944541,-10.14619643408,WFC3 IR G102,85,"['high-resolution confirmation of an extended helium atmosphere around wasp-107b', 'detection of helium in the atmosphere of the exo-neptune hat-p-11b', 'indications for very high metallicity and absence of methane in the eccentric exo-saturn wasp-117b']","['2019A&A...623A..58A', '2018ApJ...868L..34M', '2021A&A...646A.168C']","['2MASS J12333284-1008461' 'EPIC 228724232' 'Gaia DR2 3578638842054261248'
 'K2-235' 'TIC 429302040' 'TOI-1905' 'TYC 5530-1795-1' 'WASP-107']",WASP-107,2457904.5
WASP-107,14915,TYC-5530-1795-1,Kreidberg,Laura,2017-06-06,188.3863940311,-10.14619647568,WFC3 IR G141,99,"['high-resolution confirmation of an extended helium atmosphere around wasp-107b', 'detection of helium in the atmosphere of the exo-neptune hat-p-11b', 'indications for very high metallicity and absence of methane in the eccentric exo-saturn wasp-117b']","['2019A&A...623A..58A', '2018ApJ...868L..34M', '2021A&A...646A.168C']","['2MASS J12333284-1008461' 'EPIC 228724232' 'Gaia DR2 3578638842054261248'
 'K2-235' 'TIC 429302040' 'TOI-1905' 'TYC 5530-1795-1' 'WASP-107']",WASP-107,2457910.5
WASP-17,14918,WASP-17,Wakeford,Hannah,2017-09-25,239.962235753,-28.06181167638,WFC3 IR G141,200,"['exoplanet transit spectroscopy using wfc3: wasp-12 b, wasp-17 b, and wasp-19 b', 'the transmission spectrum of wasp-17 b from the optical to the near-infrared wavelengths: combining stis, wfc3 and irac datasets', 'transmission spectroscopy of the hot-jupiter wasp-79b from 0.6 to 1.7 μm']","['2013ApJ...779..128M', '2021arXiv210813721S', '2018AGUFM.P44B..07S']","['1SWASP J155950.94-280342.3' '2MASS J15595095-2803422' 'CD-27 10695'
 'DENIS J155950.9-280342' 'GSC 06787-01927' 'Gaia DR1 6042793001473655936'
 'Gaia DR2 6042793005779654656' 'NAME Diwo' 'SPOCS 2912' 'TIC 66818296'
 'TYC 6787-1927-1' 'UCAC2  20178691' 'USNO-B1.0 0619-00419495' 'WASP-17']",WASP-17,2458021.5
HD  33643,14767,KELT-7,Sing,David,2017-10-18,78.29560283589,33.31792328494,WFC3 IR G141,378,,,,,2458044.5
WASP-33,15109,HD-15082,Kreidberg,Laura,2017-11-02,36.71273462501,37.55043486951,WFC3 IR G102,66,"['estimating dayside effective temperatures of hot jupiters and associated uncertainties through gaussian process regression', 'spectroscopic evidence for a temperature inversion in the dayside atmosphere of hot jupiter wasp-33b', 'from thermal dissociation to condensation in the atmospheres of ultra hot jupiters: wasp-121b in context']","['2019MNRAS.489..941P', '2015ApJ...806..146H', '2018A&A...617A.110P']","['1SWASP J022651.05+373301.7' '2MASS J02265106+3733017' 'AG+37  282'
 'BD+36   489' 'GEN# +1.00015082' 'GPM  36.712745+37.550502' 'GPM1  84'
 'GSC 02831-00594' 'Gaia DR1 328636019723252096'
 'Gaia DR2 328636019723252096' 'HD  15082' 'HIC  11397' 'HIP  11397'
 'PPM  67341' 'Pul -3  190002' 'Renson 3750' 'SAO  55561' 'TD1  1417'
 'TIC 129979528' 'TYC 2831-594-1' 'WASP-33' 'uvby98 100015082']",WASP-33,2458059.5
GJ  1132,14758,LHS-281,Berta-Thompson,Zach,2017-11-26,153.7082919265,-47.15463037806,WFC3 IR G141,440,"['ares. v. no evidence for molecular absorption in the hst wfc3 spectrum of gj 1132 b', 'detection of an atmosphere on a rocky exoplanet', 'the featureless hst/wfc3 transmission spectrum of the rocky exoplanet gj 1132b: no evidence for a cloud-free primordial atmosphere and constraints on starspot contamination', 'from super-puffs to super-earths: finding and studying low-mass planets of varying h/he content']","['2021AJ....161..284M', '2021AJ....161..213S', '2021arXiv210510487L', '2021PhDT.........4L']","['** GJ 1132A' '2MASS J10145184-4709244' 'GCRV 26265' 'GEN# +9.86320124'
 'GJ  1132' 'Gaia DR2 5413438219396893568' 'L  320-124' 'LFT  707'
 'LHS   281' 'LTT  3758' 'NLTT 23819' 'PM 10129-4655' 'PM J10148-4709'
 'RAVE J101451.9-470925' 'TIC 101955023' 'UCAC4 215-047789'
 'WDS J10149-4709A' 'WISE J101450.69-470919.8' 'WISEA J101450.66-470919.7'
 '[RHG95]  1608']",GJ  1132,2458083.5
WASP-121,15135,WASP-121,Mikal-Evans,Thomas,2017-12-09,107.6002225448,-39.09724998028,WFC3 IR G102,158,"['a population study of gaseous exoplanets', 'hot exoplanet atmospheres resolved with transit spectroscopy (hearts). iv. a spectral inventory of atoms and molecules in the high-resolution transmission spectrum of wasp-121 b', 'from thermal dissociation to condensation in the atmospheres of ultra hot jupiters: wasp-121b in context', ""analyzing eight years of transiting exoplanet observations using wfc3's spatial scan monitor""]","['2018AJ....155..156T', '2020A&A...641A.123H', '2018A&A...617A.110P', '2019wfc..rept...12S']","['1SWASP J071024.05-390550.5' '2MASS J07102406-3905506' 'CD-38  3220'
 'Gaia DR1 5565050251402363648' 'Gaia DR2 5565050255701441664'
 'TIC 22529346' 'TOI-495' 'TYC 7630-352-1' 'WASP-121']",WASP-121,2458096.5
GJ  3053,14888,GJ-3053,Dittmann,Jason,2017-12-15,11.2487087443,-15.27449201423,WFC3 IR G141,237,,,,,2458102.5
K2-3,14682,K2-3,Benneke,Bjorn,2018-02-13,172.3353466857,-1.455159394323,WFC3 IR G141,786,"['water vapor and clouds on the habitable-zone sub-neptune exoplanet k2-18b', 'the near-infrared transmission spectra of trappist-1 planets b, c, d, e, f, and g and stellar contamination in multi-epoch transit spectra', 'disentangling atmospheric compositions of k2-18 b with next generation facilities']","['2019ApJ...887L..14B', '2018AJ....156..178Z', '2021ExA...tmp..120C']","['2MASS J11292037-0127173' 'EPIC 201367065' 'Gaia DR2 3796690380302214272'
 'K2-3' 'PM 11293-0127' 'PM J11293-0127' 'PPMX J112920.3-012717'
 'TIC 173103335' 'UCAC4 443-054906' 'WISEA J112920.45-012718.0']",K2-3,2458162.5
WASP-127,14619,WASP-127,Spake,Jessica,2018-04-09,160.5587554582,-3.834994568463,WFC3 IR G141,75,,,,,2458217.5
HD  93396,15255,HD-93396,Colon,Knicole,2018-04-18,161.7068495901,-9.399419404682,WFC3 IR G141,276,,,,,2458226.5
K2-18,14682,K2-18,Benneke,Bjorn,2018-05-14,172.5600283225,7.587749092204,WFC3 IR G141,532,"['disentangling atmospheric compositions of k2-18 b with next generation facilities', 'jexosim 2.0: end-to-end jwst simulator for exoplanet spectroscopy - implementation and case studies', 'water vapor and clouds on the habitable-zone sub-neptune exoplanet k2-18b']","['2021ExA...tmp..120C', '2021MNRAS.508..433S', '2019ApJ...887L..14B']","['2MASS J11301450+0735180' 'EPIC 201912552' 'Gaia DR2 3910747531814692736'
 'K2-18' 'Karmn J11302+076' 'PM J11302+0735' 'TIC 388804061'
 'UCAC4 488-054338']",K2-18,2458252.5
Kepler-79,15138,KEPLER-79,Jontof-Hutter,Daniel,2018-11-07,300.5171083333,44.38155555556,WFC3 IR G141,184,,,,,2458429.5
WASP-96,15469,2MASS-J00041112-4721382,Nikolov,Nikolay,2018-12-28,1.046529901205,-47.36060548087,WFC3 IR G141,170,"['climate of an ultra hot jupiter. spectroscopic phase curve of wasp-18b with hst/wfc3', 'on the compatibility of ground-based and space-based data: wasp-96 b, an example']","['2019A&A...625A.136A', '2021AJ....161....4Y']","['1SWASP J000411.14-472138.2' '2MASS J00041112-4721382'
 'Gaia DR2 4990044668377961984' 'TIC 160148385' 'WASP-96']",WASP-96,2458480.5
WASP-121,15134,WASP-121,Mikal-Evans,Thomas,2019-02-05,107.6002221748,-39.09724192817,WFC3 IR G141,832,"['a population study of gaseous exoplanets', 'hot exoplanet atmospheres resolved with transit spectroscopy (hearts). iv. a spectral inventory of atoms and molecules in the high-resolution transmission spectrum of wasp-121 b', 'from thermal dissociation to condensation in the atmospheres of ultra hot jupiters: wasp-121b in context']","['2018AJ....155..156T', '2020A&A...641A.123H', '2018A&A...617A.110P']","['1SWASP J071024.05-390550.5' '2MASS J07102406-3905506' 'CD-38  3220'
 'Gaia DR1 5565050251402363648' 'Gaia DR2 5565050255701441664'
 'TIC 22529346' 'TOI-495' 'TYC 7630-352-1' 'WASP-121']",WASP-121,2458519.5
KIC 12266812,15685,2MASS-J19432996+5059289,Vanderburg,Andrew,2019-05-05,295.8748694226,50.99141426932,WFC3 IR G141,344,,,,,2458608.5
K2-96,15333,HD-3167,Crossfield,Ian,2019-09-11,8.740274036534,4.380582363774,WFC3 IR G141,914,,,,,2458737.5
WASP-117,15301,CD-50-714,Carone,Ludmila,2019-09-22,36.775405,-50.28454166667,WFC3 IR G141,223,['indications for very high metallicity and absence of methane in the eccentric exo-saturn wasp-117b'],['2021A&A...646A.168C'],"['2MASS J02270610-5017042' 'CD-50   714' 'CPC  0  1150' 'CPD-50   346'
 'GSC 08055-00876' 'Gaia DR1 4746157733613409408'
 'Gaia DR2 4746157737910069888' 'PPM 331895' 'RAVE J022706.1-501704'
 'SAO 232772' 'TIC 166739520' 'TYC 8055-876-1' 'WASP-117']",WASP-117,2458748.5
HD 219666,15698,HD-219666,Beatty,Thomas,2019-11-12,349.5574838986,-56.9039209461,WFC3 IR G141,221,,,,,2458799.5
K2-109,15333,HD-106315,Crossfield,Ian,2019-11-24,183.4724663983,-0.3934174994553,WFC3 IR G141,437,,,,,2458811.5
K2-135,15333,BD-02-5958,Crossfield,Ian,2020-01-08,351.7722219973,-1.285074056677,WFC3 IR G141,523,,,,,2458856.5
HD 195689,15820,HD-195689,Pino,Lorenzo,2020-01-25,307.8599272604,39.93894391318,WFC3 IR G141,216,,,,,2458873.5
K2-93,15333,HIP-41378,Crossfield,Ian,2020-05-20,126.6160247768,10.08034944531,WFC3 IR G141,364,,,,,2458989.5
TOI-674,15333,TOI674,Crossfield,Ian,2020-07-26,164.5871874101,-36.85811212822,WFC3 IR G141,166,,,,,2459056.5
HD 219666,15969,HD-219666,Fu,Guangwei,2020-08-28,349.560090277,-56.90401066165,WFC3 IR G141,659,,,,,2459089.5
HAT-P-2,16194,HAT-P-2,Desert,Jean-Michel,2020-12-21,245.1514117228,41.04791674391,WFC3 IR G141,279,"['detection of helium in the atmosphere of the exo-neptune hat-p-11b', 'near-ir transmission spectrum of hat-p-32b using hst/wfc3', 'hst hot jupiter transmission spectral survey: detection of water in hat-p-1b from wfc3 near-ir spatial scan observations', 'into the uv: the atmosphere of the hot jupiter hat-p-41b revealed', 'the hubble pancet program: a metal-rich atmosphere for the inflated hot jupiter hat-p-41b', 'estimating dayside effective temperatures of hot jupiters and associated uncertainties through gaussian process regression', 'diagnosing clouds and hazes in exoplanet atmospheres', 'atmospheric characterization of giant exoplanets in extreme environments']","['2018ApJ...868L..34M', '2017AJ....154...39D', '2013MNRAS.435.3481W', '2020ApJ...902L..19L', '2021AJ....161...51S', '2019MNRAS.489..941P', '2015PhDT........66F', '2017PhDT.......144W']","['2MASS J16203635+4102531' 'AG+41 1379' 'BD+41  2693' 'GSC 03065-01195'
 'Gaia DR1 1380825663472844800' 'Gaia DR2 1380825667768742144' 'HAT-P-2'
 'HD 147506' 'HIC  80076' 'HIP  80076' 'NAME Hunor' 'PPM  55354'
 'SAO  46035' 'TIC 39903405' 'TYC 3065-1195-1']",HAT-P-2,2459204.5
GJ  3193,16039,LTT-1445A,Sing,David,2021-01-18,45.46353459342,-16.59374998674,WFC3 IR G141,350,,,,,2459232.5
HD 287325,16307,HAT-P-70B,Fu,Guangwei,2021-01-27,74.55234040454,9.997992262655,WFC3 IR G141,72,,,,,2459241.5
L   98-59,15856,L-98-59,Barclay,Thomas,2021-02-24,124.5332629776,-68.31490241704,WFC3 IR G141,754,,,,,2459269.5
WASP-178,16450,HD-134004,Lothringer,Joshua,2021-03-05,227.270308658,-42.70497572401,WFC3 IR G141,152,,,,,2459278.5
LTT  9779,16457,CD-38-15670,Edwards,Billy,2021-06-12,358.669393057,-37.6283402743,WFC3 IR G141,69,,,,,2459377.5
LF  2 +31  176,16307,HD-185603B,Fu,Guangwei,2021-07-20,294.6614185836,31.21918965309,WFC3 IR G141,106,,,,,2459415.5
